Sr. No.,Thickness,Pattern,Stress,Strain
1599,0.12,Tri Hexagon,16.50416667,0.048
1600,0.12,Tri Hexagon,16.74583333,0.0484
1601,0.12,Tri Hexagon,16.86666667,0.0488
1602,0.12,Tri Hexagon,16.9875,0.0492
1603,0.12,Tri Hexagon,17.20833333,0.0496
1604,0.12,Tri Hexagon,17.325,0.05
1605,0.12,Tri Hexagon,17.44166667,0.0504
1606,0.12,Tri Hexagon,17.6375,0.0508
1607,0.12,Tri Hexagon,17.72916667,0.0512
1608,0.12,Tri Hexagon,17.82916667,0.0516
1609,0.12,Tri Hexagon,18.02083333,0.052
1610,0.12,Tri Hexagon,18.12916667,0.0524
1611,0.12,Tri Hexagon,18.34583333,0.0528
1612,0.12,Tri Hexagon,18.45,0.0532
1613,0.12,Tri Hexagon,18.56666667,0.0536
1614,0.12,Tri Hexagon,18.67083333,0.054
1615,0.12,Tri Hexagon,18.88333333,0.0544
1616,0.12,Tri Hexagon,19,0.0548
1617,0.12,Tri Hexagon,19.1125,0.0552
1618,0.12,Tri Hexagon,19.30416667,0.0556
1619,0.12,Tri Hexagon,19.48333333,0.0564
1620,0.12,Tri Hexagon,19.6625,0.0568
1621,0.12,Tri Hexagon,19.75,0.0572
1622,0.12,Tri Hexagon,19.83333333,0.0576
1623,0.12,Tri Hexagon,19.9,0.058
1624,0.12,Tri Hexagon,20.05833333,0.0584
1625,0.12,Tri Hexagon,20.13333333,0.0588
1626,0.12,Tri Hexagon,20.2,0.0592
1627,0.12,Tri Hexagon,20.2875,0.0596
1628,0.12,Tri Hexagon,20.43333333,0.06
1629,0.12,Tri Hexagon,20.5125,0.0604
1630,0.12,Tri Hexagon,20.57916667,0.0608
1631,0.12,Tri Hexagon,20.65833333,0.0612
1632,0.12,Tri Hexagon,20.78333333,0.0616
1633,0.12,Tri Hexagon,20.85,0.062
1634,0.12,Tri Hexagon,20.90833333,0.0624
1635,0.12,Tri Hexagon,20.9625,0.0628
1636,0.12,Tri Hexagon,21.01666667,0.0632
1637,0.12,Tri Hexagon,21.1125,0.0636
1638,0.12,Tri Hexagon,21.15416667,0.064
1639,0.12,Tri Hexagon,21.24166667,0.0648
1640,0.12,Tri Hexagon,21.3,0.0652
1641,0.12,Tri Hexagon,21.32916667,0.0656
1642,0.12,Tri Hexagon,21.35416667,0.066
1643,0.12,Tri Hexagon,21.38333333,0.0664
1644,0.12,Tri Hexagon,21.42083333,0.0668
1645,0.12,Tri Hexagon,21.44583333,0.0672
1646,0.12,Tri Hexagon,21.45,0.0676
1647,0.12,Tri Hexagon,21.48333333,0.0684
1648,0.12,Tri Hexagon,21.5,0.0688
1649,0.12,Tri Hexagon,21.52083333,0.0692
1650,0.12,Tri Hexagon,21.525,0.0696
1651,0.12,Tri Hexagon,21.525,0.07
1652,0.12,Tri Hexagon,21.51666667,0.0704
1653,0.12,Tri Hexagon,21.50833333,0.0708
1654,0.12,Tri Hexagon,21.50416667,0.0712
1655,0.12,Tri Hexagon,21.49166667,0.0716
1656,0.12,Tri Hexagon,21.475,0.072
1657,0.12,Tri Hexagon,21.45833333,0.0724
1658,0.12,Tri Hexagon,21.42916667,0.0728
1659,0.12,Tri Hexagon,21.425,0.0732
1660,0.12,Tri Hexagon,21.41666667,0.0736
1661,0.12,Tri Hexagon,21.4,0.074
1662,0.12,Tri Hexagon,21.38333333,0.0744
1663,0.12,Tri Hexagon,21.33333333,0.0748
1664,0.12,Tri Hexagon,21.30416667,0.0752
1665,0.12,Tri Hexagon,21.27083333,0.0756
1666,0.12,Tri Hexagon,21.2125,0.076
1667,0.12,Tri Hexagon,21.16666667,0.0764
1668,0.12,Tri Hexagon,21.12916667,0.0768
1669,0.12,Tri Hexagon,21.0875,0.0772
1670,0.12,Tri Hexagon,21.00833333,0.0776
1671,0.12,Tri Hexagon,20.95833333,0.078
1672,0.12,Tri Hexagon,20.92083333,0.0784
1673,0.12,Tri Hexagon,20.82916667,0.0788
1674,0.12,Tri Hexagon,20.75,0.0792
1675,0.12,Tri Hexagon,20.65833333,0.0796
1676,0.12,Tri Hexagon,20.39166667,0.08
1677,0.12,Tri Hexagon,20.18333333,0.0804
1678,0.12,Tri Hexagon,0.229166667,0
1679,0.12,Tri Hexagon,0.283333333,0.0004
1680,0.12,Tri Hexagon,0.425,0.0008
1681,0.12,Tri Hexagon,0.516666667,0.0012
1682,0.12,Tri Hexagon,0.625,0.0016
1683,0.12,Tri Hexagon,0.7375,0.002
1684,0.12,Tri Hexagon,1.025,0.0024
1685,0.12,Tri Hexagon,1.1875,0.0028
1686,0.12,Tri Hexagon,1.354166667,0.0032
1687,0.12,Tri Hexagon,1.533333333,0.0036
1688,0.12,Tri Hexagon,1.8875,0.004
1689,0.12,Tri Hexagon,2.070833333,0.0044
1690,0.12,Tri Hexagon,2.245833333,0.0048
1691,0.12,Tri Hexagon,2.429166667,0.0052
1692,0.12,Tri Hexagon,2.795833333,0.0056
1693,0.12,Tri Hexagon,2.983333333,0.006
1694,0.12,Tri Hexagon,3.1625,0.0064
1695,0.12,Tri Hexagon,3.341666667,0.0068
1696,0.12,Tri Hexagon,3.533333333,0.0072
1697,0.12,Tri Hexagon,3.7125,0.0076
1698,0.12,Tri Hexagon,4.075,0.008
1699,0.12,Tri Hexagon,4.420833333,0.0084
1700,0.12,Tri Hexagon,4.591666667,0.0088
1701,0.12,Tri Hexagon,4.758333333,0.0092
1702,0.12,Tri Hexagon,4.933333333,0.0096
1703,0.12,Tri Hexagon,5.095833333,0.01
1704,0.12,Tri Hexagon,5.25,0.0104
1705,0.12,Tri Hexagon,5.566666667,0.0108
1706,0.12,Tri Hexagon,5.716666667,0.0112
1707,0.12,Tri Hexagon,5.858333333,0.0116
1708,0.12,Tri Hexagon,6.008333333,0.012
1709,0.12,Tri Hexagon,6.054166667,0.0124
1710,0.12,Tri Hexagon,6.166666667,0.0128
1711,0.12,Tri Hexagon,6.3,0.0136
1712,0.12,Tri Hexagon,6.3625,0.014
1713,0.12,Tri Hexagon,6.441666667,0.0144
1714,0.12,Tri Hexagon,6.645833333,0.0148
1715,0.12,Tri Hexagon,6.804166667,0.0152
1716,0.12,Tri Hexagon,6.975,0.0156
1717,0.12,Tri Hexagon,7.3,0.016
1718,0.12,Tri Hexagon,7.458333333,0.0164
1719,0.12,Tri Hexagon,7.625,0.0168
1720,0.12,Tri Hexagon,7.795833333,0.0172
1721,0.12,Tri Hexagon,7.945833333,0.0176
1722,0.12,Tri Hexagon,8.270833333,0.018
1723,0.12,Tri Hexagon,8.429166667,0.0184
1724,0.12,Tri Hexagon,8.75,0.0188
1725,0.12,Tri Hexagon,8.908333333,0.0192
1726,0.12,Tri Hexagon,9.070833333,0.0196
1727,0.12,Tri Hexagon,9.229166667,0.02
1728,0.12,Tri Hexagon,9.383333333,0.0204
1729,0.12,Tri Hexagon,9.7,0.0208
1730,0.12,Tri Hexagon,9.8625,0.0212
1731,0.12,Tri Hexagon,10.025,0.0216
1732,0.12,Tri Hexagon,10.34583333,0.022
1733,0.12,Tri Hexagon,10.50416667,0.0224
1734,0.12,Tri Hexagon,10.66666667,0.0228
1735,0.12,Tri Hexagon,10.82916667,0.0232
1736,0.12,Tri Hexagon,10.99166667,0.0236
1737,0.12,Tri Hexagon,11.1625,0.024
1738,0.12,Tri Hexagon,11.325,0.0244
1739,0.12,Tri Hexagon,11.65416667,0.0248
1740,0.12,Tri Hexagon,11.82916667,0.0252
1741,0.12,Tri Hexagon,12,0.0256
1742,0.12,Tri Hexagon,12.16666667,0.026
1743,0.12,Tri Hexagon,12.47916667,0.0264
1744,0.12,Tri Hexagon,12.6375,0.0268
1745,0.12,Tri Hexagon,12.79166667,0.0272
1746,0.12,Tri Hexagon,13.08333333,0.0276
1747,0.12,Tri Hexagon,13.2375,0.028
1748,0.12,Tri Hexagon,13.37083333,0.0284
1749,0.12,Tri Hexagon,13.52083333,0.0288
1750,0.12,Tri Hexagon,13.8125,0.0292
1751,0.12,Tri Hexagon,13.95833333,0.0296
1752,0.12,Tri Hexagon,14.1,0.03
1753,0.12,Tri Hexagon,14.24583333,0.0304
1754,0.12,Tri Hexagon,14.3875,0.0308
1755,0.12,Tri Hexagon,14.69166667,0.0312
1756,0.12,Tri Hexagon,14.84166667,0.0316
1757,0.12,Tri Hexagon,14.97916667,0.032
1758,0.12,Tri Hexagon,15.25,0.0324
1759,0.12,Tri Hexagon,15.39583333,0.0328
1760,0.12,Tri Hexagon,15.53333333,0.0332
1761,0.12,Tri Hexagon,15.80833333,0.0336
1762,0.12,Tri Hexagon,15.9375,0.034
1763,0.12,Tri Hexagon,16.06666667,0.0344
1764,0.12,Tri Hexagon,16.2,0.0348
1765,0.12,Tri Hexagon,16.3375,0.0352
1766,0.12,Tri Hexagon,16.47916667,0.0356
1767,0.12,Tri Hexagon,16.60833333,0.036
1768,0.12,Tri Hexagon,16.875,0.0364
1769,0.12,Tri Hexagon,16.99583333,0.0368
1770,0.12,Tri Hexagon,17.12083333,0.0372
1771,0.12,Tri Hexagon,17.25416667,0.0376
1772,0.12,Tri Hexagon,17.38333333,0.038
1773,0.12,Tri Hexagon,17.61666667,0.0384
1774,0.12,Tri Hexagon,17.73333333,0.0388
1775,0.12,Tri Hexagon,17.84583333,0.0392
1776,0.12,Tri Hexagon,18.06666667,0.0396
1777,0.12,Tri Hexagon,18.17916667,0.04
1778,0.12,Tri Hexagon,18.28333333,0.0404
1779,0.12,Tri Hexagon,18.47916667,0.0408
1780,0.12,Tri Hexagon,18.58333333,0.0412
1781,0.12,Tri Hexagon,18.79583333,0.0416
1782,0.12,Tri Hexagon,18.89583333,0.042
1783,0.12,Tri Hexagon,18.99583333,0.0424
1784,0.12,Tri Hexagon,19.09583333,0.0428
1785,0.12,Tri Hexagon,19.19583333,0.0432
1786,0.12,Tri Hexagon,19.30416667,0.0436
1787,0.12,Tri Hexagon,19.51666667,0.044
1788,0.12,Tri Hexagon,19.62083333,0.0444
1789,0.12,Tri Hexagon,19.72083333,0.0448
1790,0.12,Tri Hexagon,19.82916667,0.0452
1791,0.12,Tri Hexagon,20.05,0.0456
1792,0.12,Tri Hexagon,20.15416667,0.046
1793,0.12,Tri Hexagon,20.27083333,0.0464
1794,0.12,Tri Hexagon,20.38333333,0.0468
1795,0.12,Tri Hexagon,20.5,0.0472
1796,0.12,Tri Hexagon,20.6125,0.0476
1797,0.12,Tri Hexagon,20.72916667,0.048
1798,0.12,Tri Hexagon,20.85,0.0484
1799,0.12,Tri Hexagon,21.05833333,0.0488
1800,0.12,Tri Hexagon,21.1625,0.0492
1801,0.12,Tri Hexagon,21.35416667,0.0496
1802,0.12,Tri Hexagon,21.44583333,0.05
1803,0.12,Tri Hexagon,21.525,0.0504
1804,0.12,Tri Hexagon,21.67916667,0.0508
1805,0.12,Tri Hexagon,21.75,0.0512
1806,0.12,Tri Hexagon,21.82083333,0.0516
1807,0.12,Tri Hexagon,21.96666667,0.052
1808,0.12,Tri Hexagon,22.03333333,0.0524
1809,0.12,Tri Hexagon,22.175,0.0532
1810,0.12,Tri Hexagon,22.2375,0.0536
1811,0.12,Tri Hexagon,22.35,0.054
1812,0.12,Tri Hexagon,22.40833333,0.0544
1813,0.12,Tri Hexagon,22.4625,0.0548
1814,0.12,Tri Hexagon,22.50416667,0.0552
1815,0.12,Tri Hexagon,22.55416667,0.0556
1816,0.12,Tri Hexagon,22.575,0.056
1817,0.12,Tri Hexagon,22.57916667,0.0564
1818,0.12,Tri Hexagon,22.57916667,0.0568
1819,0.12,Tri Hexagon,22.56666667,0.0572
1820,0.12,Tri Hexagon,22.54166667,0.0576
1821,0.12,Tri Hexagon,22.5,0.058
1822,0.12,Tri Hexagon,22.42916667,0.0584
1823,0.12,Tri Hexagon,22.38333333,0.0588
1824,0.12,Tri Hexagon,22.32916667,0.0592
1825,0.12,Tri Hexagon,22.275,0.0596
1826,0.12,Tri Hexagon,22.22083333,0.06
1827,0.12,Tri Hexagon,22.09583333,0.0604
1828,0.12,Tri Hexagon,22.025,0.0608
1829,0.12,Tri Hexagon,21.95,0.0612
1830,0.12,Tri Hexagon,21.85416667,0.0616
1831,0.12,Tri Hexagon,21.75833333,0.062
1832,0.12,Tri Hexagon,21.51666667,0.0624
1833,0.12,Tri Hexagon,21.35416667,0.0628
1834,0.12,Tri Hexagon,21.1375,0.0632
1835,0.12,Tri Hexagon,0.279166667,0
1836,0.12,Tri Hexagon,0.345833333,0.0004
1837,0.12,Tri Hexagon,0.425,0.0008
1838,0.12,Tri Hexagon,0.508333333,0.0012
1839,0.12,Tri Hexagon,0.733333333,0.0016
1840,0.12,Tri Hexagon,0.8625,0.002
1841,0.12,Tri Hexagon,1.170833333,0.0024
1842,0.12,Tri Hexagon,1.508333333,0.0032
1843,0.12,Tri Hexagon,1.6875,0.0036
1844,0.12,Tri Hexagon,1.85,0.004
1845,0.12,Tri Hexagon,2.204166667,0.0044
1846,0.12,Tri Hexagon,2.3875,0.0048
1847,0.12,Tri Hexagon,2.566666667,0.0052
1848,0.12,Tri Hexagon,2.908333333,0.0056
1849,0.12,Tri Hexagon,3.083333333,0.006
1850,0.12,Tri Hexagon,3.266666667,0.0064
1851,0.12,Tri Hexagon,3.616666667,0.0068
1852,0.12,Tri Hexagon,3.954166667,0.0076
1853,0.12,Tri Hexagon,4.116666667,0.008
1854,0.12,Tri Hexagon,4.291666667,0.0084
1855,0.12,Tri Hexagon,4.458333333,0.0088
1856,0.12,Tri Hexagon,4.625,0.0092
1857,0.12,Tri Hexagon,4.95,0.0096
1858,0.12,Tri Hexagon,5.116666667,0.01
1859,0.12,Tri Hexagon,5.429166667,0.0104
1860,0.12,Tri Hexagon,5.575,0.0108
1861,0.12,Tri Hexagon,5.704166667,0.0112
1862,0.12,Tri Hexagon,5.783333333,0.0116
1863,0.12,Tri Hexagon,5.845833333,0.012
1864,0.12,Tri Hexagon,5.970833333,0.0124
1865,0.12,Tri Hexagon,6.041666667,0.0128
1866,0.12,Tri Hexagon,6.1125,0.0132
1867,0.12,Tri Hexagon,6.254166667,0.0136
1868,0.12,Tri Hexagon,6.433333333,0.0144
1869,0.12,Tri Hexagon,6.5875,0.0148
1870,0.12,Tri Hexagon,6.9125,0.0152
1871,0.12,Tri Hexagon,7.075,0.0156
1872,0.12,Tri Hexagon,7.395833333,0.016
1873,0.12,Tri Hexagon,7.558333333,0.0164
1874,0.12,Tri Hexagon,7.7125,0.0168
1875,0.12,Tri Hexagon,7.875,0.0172
1876,0.12,Tri Hexagon,8.1875,0.0176
1877,0.12,Tri Hexagon,8.345833333,0.018
1878,0.12,Tri Hexagon,8.504166667,0.0184
1879,0.12,Tri Hexagon,8.829166667,0.0188
1880,0.12,Tri Hexagon,8.995833333,0.0192
1881,0.12,Tri Hexagon,9.1625,0.0196
1882,0.12,Tri Hexagon,9.483333333,0.02
1883,0.12,Tri Hexagon,9.65,0.0204
1884,0.12,Tri Hexagon,9.808333333,0.0208
1885,0.12,Tri Hexagon,9.966666667,0.0212
1886,0.12,Tri Hexagon,10.125,0.0216
1887,0.12,Tri Hexagon,10.28333333,0.022
1888,0.12,Tri Hexagon,10.57916667,0.0224
1889,0.12,Tri Hexagon,10.72083333,0.0228
1890,0.12,Tri Hexagon,11.04166667,0.0232
1891,0.12,Tri Hexagon,11.35416667,0.024
1892,0.12,Tri Hexagon,11.52083333,0.0244
1893,0.12,Tri Hexagon,11.68333333,0.0248
1894,0.12,Tri Hexagon,11.85416667,0.0252
1895,0.12,Tri Hexagon,12.025,0.0256
1896,0.12,Tri Hexagon,12.375,0.026
1897,0.12,Tri Hexagon,12.70416667,0.0268
1898,0.12,Tri Hexagon,12.88333333,0.0272
1899,0.12,Tri Hexagon,13.2,0.0276
1900,0.12,Tri Hexagon,13.3625,0.028
1901,0.12,Tri Hexagon,13.5,0.0284
1902,0.12,Tri Hexagon,13.65416667,0.0288
1903,0.12,Tri Hexagon,13.80833333,0.0292
1904,0.12,Tri Hexagon,13.95416667,0.0296
1905,0.12,Tri Hexagon,14.25833333,0.03
1906,0.12,Tri Hexagon,14.5625,0.0308
1907,0.12,Tri Hexagon,14.84583333,0.0312
1908,0.12,Tri Hexagon,15.12916667,0.0316
1909,0.12,Tri Hexagon,15.25416667,0.032
1910,0.12,Tri Hexagon,15.52083333,0.0324
1911,0.12,Tri Hexagon,15.6375,0.0328
1912,0.12,Tri Hexagon,15.75,0.0332
1913,0.12,Tri Hexagon,15.86666667,0.0336
1914,0.12,Tri Hexagon,16.10833333,0.034
1915,0.12,Tri Hexagon,16.2375,0.0344
1916,0.12,Tri Hexagon,16.37083333,0.0348
1917,0.12,Tri Hexagon,16.50416667,0.0352
1918,0.12,Tri Hexagon,16.75,0.0356
1919,0.12,Tri Hexagon,16.87916667,0.036
1920,0.12,Tri Hexagon,17.125,0.0364
1921,0.12,Tri Hexagon,17.25,0.0368
1922,0.12,Tri Hexagon,17.375,0.0372
1923,0.12,Tri Hexagon,17.4875,0.0376
1924,0.12,Tri Hexagon,17.60833333,0.038
1925,0.12,Tri Hexagon,17.85416667,0.0384
1926,0.12,Tri Hexagon,17.97083333,0.0388
1927,0.12,Tri Hexagon,18.09166667,0.0392
1928,0.12,Tri Hexagon,18.225,0.0396
1929,0.12,Tri Hexagon,18.47083333,0.04
1930,0.12,Tri Hexagon,18.6,0.0404
1931,0.12,Tri Hexagon,18.725,0.0408
1932,0.12,Tri Hexagon,18.8375,0.0412
1933,0.12,Tri Hexagon,18.95416667,0.0416
1934,0.12,Tri Hexagon,19.075,0.042
1935,0.12,Tri Hexagon,19.31666667,0.0424
1936,0.12,Tri Hexagon,19.43333333,0.0428
1937,0.12,Tri Hexagon,19.55,0.0432
1938,0.12,Tri Hexagon,19.6625,0.0436
1939,0.12,Tri Hexagon,19.88333333,0.044
1940,0.12,Tri Hexagon,20.00416667,0.0444
1941,0.12,Tri Hexagon,20.11666667,0.0448
1942,0.12,Tri Hexagon,20.2125,0.0452
1943,0.12,Tri Hexagon,20.40416667,0.0456
1944,0.12,Tri Hexagon,20.49583333,0.046
1945,0.12,Tri Hexagon,20.675,0.0464
1946,0.12,Tri Hexagon,20.75416667,0.0468
1947,0.12,Tri Hexagon,20.8375,0.0472
1948,0.12,Tri Hexagon,20.975,0.0476
1949,0.12,Tri Hexagon,21.05833333,0.048
1950,0.12,Tri Hexagon,21.19166667,0.0484
1951,0.12,Tri Hexagon,21.25416667,0.0488
1952,0.12,Tri Hexagon,21.31666667,0.0492
1953,0.12,Tri Hexagon,21.39166667,0.0496
1954,0.12,Tri Hexagon,21.525,0.05
1955,0.12,Tri Hexagon,21.6,0.0504
1956,0.12,Tri Hexagon,21.65,0.0508
1957,0.12,Tri Hexagon,21.70416667,0.0512
1958,0.12,Tri Hexagon,21.76666667,0.0516
1959,0.12,Tri Hexagon,21.80833333,0.052
1960,0.12,Tri Hexagon,21.89166667,0.0524
1961,0.12,Tri Hexagon,21.9125,0.0528
1962,0.12,Tri Hexagon,21.93333333,0.0532
1963,0.12,Tri Hexagon,21.95,0.0536
1964,0.12,Tri Hexagon,21.95416667,0.054
1965,0.12,Tri Hexagon,21.95833333,0.0544
1966,0.12,Tri Hexagon,21.94583333,0.0548
1967,0.12,Tri Hexagon,21.925,0.0552
1968,0.12,Tri Hexagon,21.9,0.0556
1969,0.12,Tri Hexagon,21.85833333,0.056
1970,0.12,Tri Hexagon,21.7625,0.0564
1971,0.12,Tri Hexagon,21.65,0.0568
1972,0.12,Tri Hexagon,21.57916667,0.0572
1973,0.12,Tri Hexagon,21.50416667,0.0576
1974,0.12,Tri Hexagon,21.4375,0.058
1975,0.12,Tri Hexagon,21.3625,0.0584
1976,0.12,Tri Hexagon,21.175,0.0588
1977,0.12,Tri Hexagon,21.05,0.0592
1978,0.12,Tri Hexagon,20.85416667,0.0596
1979,0.2,Cubic,0.258333333,0
1980,0.2,Cubic,0.3,0.0004
1981,0.2,Cubic,0.379166667,0.0008
1982,0.2,Cubic,0.575,0.0012
1983,0.2,Cubic,0.695833333,0.0016
1984,0.2,Cubic,0.841666667,0.002
1985,0.2,Cubic,1.008333333,0.0024
1986,0.2,Cubic,1.383333333,0.0028
1987,0.2,Cubic,1.5875,0.0032
1988,0.2,Cubic,1.8125,0.0036
1989,0.2,Cubic,2.254166667,0.004
1990,0.2,Cubic,2.7,0.0048
1991,0.2,Cubic,2.920833333,0.0052
1992,0.2,Cubic,3.1375,0.0056
1993,0.2,Cubic,3.35,0.006
1994,0.2,Cubic,3.5625,0.0064
1995,0.2,Cubic,3.770833333,0.0068
1996,0.2,Cubic,4.179166667,0.0072
1997,0.2,Cubic,4.345833333,0.0076
1998,0.2,Cubic,4.45,0.008
1999,0.2,Cubic,4.533333333,0.0084
2000,0.2,Cubic,4.6125,0.0088
2001,0.2,Cubic,4.691666667,0.0092
2002,0.2,Cubic,4.854166667,0.0096
2003,0.2,Cubic,5.029166667,0.0104
2004,0.2,Cubic,5.125,0.0108
2005,0.2,Cubic,5.445833333,0.0112
2006,0.2,Cubic,5.654166667,0.0116
2007,0.2,Cubic,5.875,0.012
2008,0.2,Cubic,6.083333333,0.0124
2009,0.2,Cubic,6.295833333,0.0128
2010,0.2,Cubic,6.504166667,0.0132
2011,0.2,Cubic,6.9125,0.0136
2012,0.2,Cubic,7.120833333,0.014
2013,0.2,Cubic,7.325,0.0144
2014,0.2,Cubic,7.720833333,0.0148
2015,0.2,Cubic,7.929166667,0.0152
2016,0.2,Cubic,8.125,0.0156
2017,0.2,Cubic,8.325,0.016
2018,0.2,Cubic,8.520833333,0.0164
2019,0.2,Cubic,8.920833333,0.0168
2020,0.2,Cubic,9.320833333,0.0176
2021,0.2,Cubic,9.525,0.018
2022,0.2,Cubic,9.725,0.0184
2023,0.2,Cubic,9.920833333,0.0188
2024,0.2,Cubic,10.3125,0.0192
2025,0.2,Cubic,10.51666667,0.0196
2026,0.2,Cubic,10.7125,0.02
2027,0.2,Cubic,10.9125,0.0204
2028,0.2,Cubic,11.1125,0.0208
2029,0.2,Cubic,11.30833333,0.0212
2030,0.2,Cubic,11.7125,0.0216
2031,0.2,Cubic,11.90833333,0.022
2032,0.2,Cubic,12.1,0.0224
2033,0.2,Cubic,12.31666667,0.0228
2034,0.2,Cubic,12.72083333,0.0232
2035,0.2,Cubic,12.91666667,0.0236
2036,0.2,Cubic,13.10833333,0.024
2037,0.2,Cubic,13.29583333,0.0244
2038,0.2,Cubic,13.49583333,0.0248
2039,0.2,Cubic,13.67083333,0.0252
2040,0.2,Cubic,14.04583333,0.0256
2041,0.2,Cubic,14.2125,0.026
2042,0.2,Cubic,14.55,0.0264
2043,0.2,Cubic,14.725,0.0268
2044,0.2,Cubic,14.89166667,0.0272
2045,0.2,Cubic,15.20833333,0.0276
2046,0.2,Cubic,15.36666667,0.028
2047,0.2,Cubic,15.53333333,0.0284
2048,0.2,Cubic,15.69583333,0.0288
2049,0.2,Cubic,15.86666667,0.0292
2050,0.2,Cubic,16.04166667,0.0296
2051,0.2,Cubic,16.39583333,0.03
2052,0.2,Cubic,16.58333333,0.0304
2053,0.2,Cubic,16.975,0.0312
2054,0.2,Cubic,17.17083333,0.0316
2055,0.2,Cubic,17.35833333,0.032
2056,0.2,Cubic,17.55,0.0324
2057,0.2,Cubic,17.7375,0.0328
2058,0.2,Cubic,17.925,0.0332
2059,0.2,Cubic,18.2875,0.0336
2060,0.2,Cubic,18.45833333,0.034
2061,0.2,Cubic,18.6125,0.0344
2062,0.2,Cubic,18.91666667,0.0348
2063,0.2,Cubic,19.07083333,0.0352
2064,0.2,Cubic,19.37083333,0.0356
2065,0.2,Cubic,19.5,0.036
2066,0.2,Cubic,19.6375,0.0364
2067,0.2,Cubic,19.77083333,0.0368
2068,0.2,Cubic,19.91666667,0.0372
2069,0.2,Cubic,20.07083333,0.0376
2070,0.2,Cubic,20.22916667,0.038
2071,0.2,Cubic,20.39166667,0.0384
2072,0.2,Cubic,20.7,0.0388
2073,0.2,Cubic,20.85833333,0.0392
2074,0.2,Cubic,21.02916667,0.0396
2075,0.2,Cubic,21.33333333,0.04
2076,0.2,Cubic,21.47083333,0.0404
2077,0.2,Cubic,21.74583333,0.0408
2078,0.2,Cubic,21.875,0.0416
2079,0.2,Cubic,21.99166667,0.042
2080,0.2,Cubic,22.24583333,0.0424
2081,0.2,Cubic,22.37083333,0.0428
2082,0.2,Cubic,22.64166667,0.0436
2083,0.2,Cubic,22.775,0.044
2084,0.2,Cubic,23.02083333,0.0444
2085,0.2,Cubic,23.14583333,0.0448
2086,0.2,Cubic,23.26666667,0.0452
2087,0.2,Cubic,23.47916667,0.0456
2088,0.2,Cubic,23.65416667,0.0464
2089,0.2,Cubic,23.74166667,0.0468
2090,0.2,Cubic,23.81666667,0.0472
2091,0.2,Cubic,23.975,0.0476
2092,0.2,Cubic,24.10833333,0.0484
2093,0.2,Cubic,24.21666667,0.0488
2094,0.2,Cubic,24.29583333,0.0496
2095,0.2,Cubic,24.33333333,0.05
2096,0.2,Cubic,24.37083333,0.0504
2097,0.2,Cubic,24.38333333,0.0508
2098,0.2,Cubic,24.39583333,0.0512
2099,0.2,Cubic,24.40416667,0.0516
2100,0.2,Cubic,24.39583333,0.052
2101,0.2,Cubic,24.35833333,0.0524
2102,0.2,Cubic,24.275,0.0528
2103,0.2,Cubic,24.20416667,0.0532
2104,0.2,Cubic,24.12083333,0.0536
2105,0.2,Cubic,23.95,0.054
2106,0.2,Cubic,23.84583333,0.0544
2107,0.2,Cubic,23.75,0.0548
2108,0.2,Cubic,23.64166667,0.0552
2109,0.2,Cubic,23.54166667,0.0556
2110,0.2,Cubic,23.44166667,0.056
2111,0.2,Cubic,23.35,0.0564
2112,0.2,Cubic,23.275,0.0568
2113,0.2,Cubic,23.10833333,0.0572
2114,0.2,Cubic,23.02916667,0.0576
2115,0.2,Cubic,22.94583333,0.058
2116,0.2,Cubic,22.8625,0.0584
2117,0.2,Cubic,22.7,0.0588
2118,0.2,Cubic,22.625,0.0592
2119,0.2,Cubic,22.54583333,0.0596
2120,0.2,Cubic,22.4625,0.06
2121,0.2,Cubic,22.3125,0.0604
2122,0.2,Cubic,22.25,0.0608
2123,0.2,Cubic,22.19166667,0.0612
2124,0.2,Cubic,22.075,0.0616
2125,0.2,Cubic,21.97916667,0.0624
2126,0.2,Cubic,21.89166667,0.0628
2127,0.2,Cubic,21.85833333,0.0632
2128,0.2,Cubic,21.8125,0.0636
2129,0.2,Cubic,21.725,0.064
2130,0.2,Cubic,21.6875,0.0644
2131,0.2,Cubic,21.64166667,0.0648
2132,0.2,Cubic,21.61666667,0.0652
2133,0.2,Cubic,21.5875,0.0656
2134,0.2,Cubic,21.56666667,0.066
2135,0.2,Cubic,21.55,0.0664
2136,0.2,Cubic,21.52916667,0.0668
2137,0.2,Cubic,21.51666667,0.0672
2138,0.2,Cubic,21.50416667,0.0676
2139,0.2,Cubic,21.49166667,0.068
2140,0.2,Cubic,21.47916667,0.0684
2141,0.2,Cubic,21.45416667,0.0688
2142,0.2,Cubic,21.3875,0.0692
2143,0.2,Cubic,21.35416667,0.0696
2144,0.2,Cubic,21.3125,0.07
2145,0.2,Cubic,21.22083333,0.0704
2146,0.2,Cubic,21.1625,0.0708
2147,0.2,Cubic,21.12083333,0.0712
2148,0.2,Cubic,21.08333333,0.0716
2149,0.2,Cubic,21.03333333,0.072
2150,0.2,Cubic,20.95833333,0.0724
2151,0.2,Cubic,20.92083333,0.0728
2152,0.2,Cubic,20.8875,0.0732
2153,0.2,Cubic,20.85,0.0736
2154,0.2,Cubic,20.79583333,0.074
2155,0.2,Cubic,20.725,0.0744
2156,0.2,Cubic,20.61666667,0.0748
2157,0.2,Cubic,0.3,0
2158,0.2,Cubic,0.3875,0.0004
