Sr. No.,Thickness,Pattern,Stress,Strain
2159,0.2,Cubic,0.4875,0.0008
2160,0.2,Cubic,0.604166667,0.0012
2161,0.2,Cubic,0.8875,0.0016
2162,0.2,Cubic,1.054166667,0.002
2163,0.2,Cubic,1.225,0.0024
2164,0.2,Cubic,1.654166667,0.0028
2165,0.2,Cubic,2.095833333,0.0036
2166,0.2,Cubic,2.325,0.004
2167,0.2,Cubic,2.55,0.0044
2168,0.2,Cubic,2.7625,0.0048
2169,0.2,Cubic,2.9875,0.0052
2170,0.2,Cubic,3.204166667,0.0056
2171,0.2,Cubic,3.645833333,0.006
2172,0.2,Cubic,3.845833333,0.0064
2173,0.2,Cubic,4.054166667,0.0068
2174,0.2,Cubic,4.258333333,0.0072
2175,0.2,Cubic,4.445833333,0.0076
2176,0.2,Cubic,4.720833333,0.008
2177,0.2,Cubic,4.8125,0.0084
2178,0.2,Cubic,4.895833333,0.0088
2179,0.2,Cubic,4.979166667,0.0092
2180,0.2,Cubic,5.079166667,0.0096
2181,0.2,Cubic,5.275,0.01
2182,0.2,Cubic,5.375,0.0104
2183,0.2,Cubic,5.483333333,0.0108
2184,0.2,Cubic,5.604166667,0.0112
2185,0.2,Cubic,6.029166667,0.0116
2186,0.2,Cubic,6.254166667,0.012
2187,0.2,Cubic,6.475,0.0124
2188,0.2,Cubic,6.6875,0.0128
2189,0.2,Cubic,6.9,0.0132
2190,0.2,Cubic,7.108333333,0.0136
2191,0.2,Cubic,7.3125,0.014
2192,0.2,Cubic,7.733333333,0.0144
2193,0.2,Cubic,7.9375,0.0148
2194,0.2,Cubic,8.145833333,0.0152
2195,0.2,Cubic,8.35,0.0156
2196,0.2,Cubic,8.754166667,0.016
2197,0.2,Cubic,8.958333333,0.0164
2198,0.2,Cubic,9.1625,0.0168
2199,0.2,Cubic,9.370833333,0.0172
2200,0.2,Cubic,9.5875,0.0176
2201,0.2,Cubic,9.783333333,0.018
2202,0.2,Cubic,10.1875,0.0184
2203,0.2,Cubic,10.39583333,0.0188
2204,0.2,Cubic,10.59583333,0.0192
2205,0.2,Cubic,10.8,0.0196
2206,0.2,Cubic,11,0.02
2207,0.2,Cubic,11.425,0.0204
2208,0.2,Cubic,11.62083333,0.0208
2209,0.2,Cubic,11.825,0.0212
2210,0.2,Cubic,12.03333333,0.0216
2211,0.2,Cubic,12.2375,0.022
2212,0.2,Cubic,12.64583333,0.0224
2213,0.2,Cubic,12.85,0.0228
2214,0.2,Cubic,13.2625,0.0236
2215,0.2,Cubic,13.47083333,0.024
2216,0.2,Cubic,13.68333333,0.0244
2217,0.2,Cubic,13.9,0.0248
2218,0.2,Cubic,14.11666667,0.0252
2219,0.2,Cubic,14.33333333,0.0256
2220,0.2,Cubic,14.54583333,0.026
2221,0.2,Cubic,14.94583333,0.0264
2222,0.2,Cubic,15.14583333,0.0268
2223,0.2,Cubic,15.51666667,0.0272
2224,0.2,Cubic,15.69166667,0.0276
2225,0.2,Cubic,16.025,0.028
2226,0.2,Cubic,16.18333333,0.0284
2227,0.2,Cubic,16.35,0.0288
2228,0.2,Cubic,16.525,0.0292
2229,0.2,Cubic,16.69583333,0.0296
2230,0.2,Cubic,17.03333333,0.03
2231,0.2,Cubic,17.20416667,0.0304
2232,0.2,Cubic,17.375,0.0308
2233,0.2,Cubic,17.55833333,0.0312
2234,0.2,Cubic,17.72916667,0.0316
2235,0.2,Cubic,17.90833333,0.032
2236,0.2,Cubic,18.25,0.0324
2237,0.2,Cubic,18.41666667,0.0328
2238,0.2,Cubic,18.5875,0.0332
2239,0.2,Cubic,18.77083333,0.0336
2240,0.2,Cubic,18.94583333,0.034
2241,0.2,Cubic,19.29583333,0.0344
2242,0.2,Cubic,19.47083333,0.0348
2243,0.2,Cubic,19.64166667,0.0352
2244,0.2,Cubic,19.9625,0.0356
2245,0.2,Cubic,20.13333333,0.036
2246,0.2,Cubic,20.3,0.0364
2247,0.2,Cubic,20.45416667,0.0368
2248,0.2,Cubic,20.61666667,0.0372
2249,0.2,Cubic,20.78333333,0.0376
2250,0.2,Cubic,20.94583333,0.038
2251,0.2,Cubic,21.10833333,0.0384
2252,0.2,Cubic,21.26666667,0.0388
2253,0.2,Cubic,21.59583333,0.0392
2254,0.2,Cubic,21.74583333,0.0396
2255,0.2,Cubic,22.04166667,0.04
2256,0.2,Cubic,22.18333333,0.0404
2257,0.2,Cubic,22.3125,0.0408
2258,0.2,Cubic,22.56666667,0.0412
2259,0.2,Cubic,22.67916667,0.0416
2260,0.2,Cubic,22.90833333,0.042
2261,0.2,Cubic,23.025,0.0424
2262,0.2,Cubic,23.13333333,0.0428
2263,0.2,Cubic,23.35833333,0.0432
2264,0.2,Cubic,23.48333333,0.0436
2265,0.2,Cubic,23.59166667,0.044
2266,0.2,Cubic,23.82083333,0.0444
2267,0.2,Cubic,23.94166667,0.0448
2268,0.2,Cubic,24.05833333,0.0452
2269,0.2,Cubic,24.17083333,0.0456
2270,0.2,Cubic,24.28333333,0.046
2271,0.2,Cubic,24.475,0.0464
2272,0.2,Cubic,24.625,0.0472
2273,0.2,Cubic,24.70833333,0.0476
2274,0.2,Cubic,24.83333333,0.048
2275,0.2,Cubic,24.87083333,0.0484
2276,0.2,Cubic,24.9125,0.0488
2277,0.2,Cubic,24.94166667,0.0492
2278,0.2,Cubic,25.02083333,0.0496
2279,0.2,Cubic,25.05,0.05
2280,0.2,Cubic,25.07083333,0.0504
2281,0.2,Cubic,25.08333333,0.0508
2282,0.2,Cubic,25.09166667,0.0512
2283,0.2,Cubic,25.08333333,0.0516
2284,0.2,Cubic,25.06666667,0.052
2285,0.2,Cubic,25.04583333,0.0524
2286,0.2,Cubic,24.94583333,0.0528
2287,0.2,Cubic,24.8875,0.0532
2288,0.2,Cubic,24.82083333,0.0536
2289,0.2,Cubic,24.74583333,0.054
2290,0.2,Cubic,24.6625,0.0544
2291,0.2,Cubic,24.57916667,0.0548
2292,0.2,Cubic,24.4125,0.0552
2293,0.2,Cubic,24.31666667,0.0556
2294,0.2,Cubic,24.23333333,0.056
2295,0.2,Cubic,24.14166667,0.0564
2296,0.2,Cubic,24.05833333,0.0568
2297,0.2,Cubic,23.8875,0.0572
2298,0.2,Cubic,23.80416667,0.0576
2299,0.2,Cubic,23.7125,0.058
2300,0.2,Cubic,23.54583333,0.0584
2301,0.2,Cubic,23.47916667,0.0588
2302,0.2,Cubic,23.39583333,0.0592
2303,0.2,Cubic,23.325,0.0596
2304,0.2,Cubic,23.26666667,0.06
2305,0.2,Cubic,23.14166667,0.0604
2306,0.2,Cubic,23.09583333,0.0608
2307,0.2,Cubic,23.04583333,0.0612
2308,0.2,Cubic,23,0.0616
2309,0.2,Cubic,22.9,0.062
2310,0.2,Cubic,22.85416667,0.0624
2311,0.2,Cubic,22.80833333,0.0628
2312,0.2,Cubic,22.7625,0.0632
2313,0.2,Cubic,22.70833333,0.0636
2314,0.2,Cubic,22.60416667,0.064
2315,0.2,Cubic,22.5625,0.0644
2316,0.2,Cubic,22.5125,0.0648
2317,0.2,Cubic,22.47916667,0.0652
2318,0.2,Cubic,22.4125,0.0656
2319,0.2,Cubic,22.38333333,0.066
2320,0.2,Cubic,22.35,0.0664
2321,0.2,Cubic,22.32916667,0.0668
2322,0.2,Cubic,22.275,0.0672
2323,0.2,Cubic,22.25,0.0676
2324,0.2,Cubic,22.22083333,0.068
2325,0.2,Cubic,22.15833333,0.0684
2326,0.2,Cubic,22.13333333,0.0688
2327,0.2,Cubic,22.07083333,0.0692
2328,0.2,Cubic,22.04166667,0.0696
2329,0.2,Cubic,22.00833333,0.07
2330,0.2,Cubic,21.99166667,0.0704
2331,0.2,Cubic,21.9625,0.0708
2332,0.2,Cubic,21.94583333,0.0712
2333,0.2,Cubic,21.91666667,0.0716
2334,0.2,Cubic,21.9,0.072
2335,0.2,Cubic,21.8875,0.0724
2336,0.2,Cubic,21.87916667,0.0728
2337,0.2,Cubic,21.87083333,0.0732
2338,0.2,Cubic,21.87083333,0.0736
2339,0.2,Cubic,21.85833333,0.074
2340,0.2,Cubic,21.85,0.0744
2341,0.2,Cubic,21.8125,0.0748
2342,0.2,Cubic,21.78333333,0.0752
2343,0.2,Cubic,21.7375,0.0756
2344,0.2,Cubic,21.7,0.076
2345,0.2,Cubic,21.65416667,0.0764
2346,0.2,Cubic,21.55833333,0.0768
2347,0.2,Cubic,21.47083333,0.0772
2348,0.2,Cubic,21.39166667,0.078
2349,0.2,Cubic,21.35833333,0.0784
2350,0.2,Cubic,21.325,0.0788
2351,0.2,Cubic,21.2875,0.0792
2352,0.2,Cubic,21.24166667,0.0796
2353,0.2,Cubic,21.20833333,0.08
2354,0.2,Cubic,21.17083333,0.0804
2355,0.2,Cubic,21.09166667,0.0808
2356,0.2,Cubic,21.0375,0.0812
2357,0.2,Cubic,20.97916667,0.0816
2358,0.2,Cubic,20.9125,0.082
2359,0.2,Cubic,20.84166667,0.0824
2360,0.2,Cubic,20.6625,0.0828
2361,0.2,Cubic,20.5375,0.0832
2362,0.2,Cubic,20.34166667,0.0836
2363,0.2,Cubic,0.241666667,0
2364,0.2,Cubic,0.375,0.0004
2365,0.2,Cubic,0.475,0.0008
2366,0.2,Cubic,0.583333333,0.0012
2367,0.2,Cubic,0.720833333,0.0016
2368,0.2,Cubic,1.05,0.002
2369,0.2,Cubic,1.220833333,0.0024
2370,0.2,Cubic,1.416666667,0.0028
2371,0.2,Cubic,1.620833333,0.0032
2372,0.2,Cubic,1.833333333,0.0036
2373,0.2,Cubic,2.258333333,0.004
2374,0.2,Cubic,2.479166667,0.0044
2375,0.2,Cubic,2.683333333,0.0048
2376,0.2,Cubic,2.883333333,0.0052
2377,0.2,Cubic,3.304166667,0.0056
2378,0.2,Cubic,3.508333333,0.006
2379,0.2,Cubic,3.704166667,0.0064
2380,0.2,Cubic,3.904166667,0.0068
2381,0.2,Cubic,4.266666667,0.0072
2382,0.2,Cubic,4.483333333,0.008
2383,0.2,Cubic,4.570833333,0.0084
2384,0.2,Cubic,4.658333333,0.0088
2385,0.2,Cubic,4.7375,0.0092
2386,0.2,Cubic,4.916666667,0.0096
2387,0.2,Cubic,5.008333333,0.01
2388,0.2,Cubic,5.108333333,0.0104
2389,0.2,Cubic,5.220833333,0.0108
2390,0.2,Cubic,5.370833333,0.0112
2391,0.2,Cubic,5.583333333,0.0116
2392,0.2,Cubic,5.7875,0.012
2393,0.2,Cubic,6.1875,0.0124
2394,0.2,Cubic,6.3875,0.0128
2395,0.2,Cubic,6.591666667,0.0132
2396,0.2,Cubic,6.795833333,0.0136
2397,0.2,Cubic,7.208333333,0.014
2398,0.2,Cubic,7.404166667,0.0148
2399,0.2,Cubic,7.804166667,0.0152
2400,0.2,Cubic,8.008333333,0.0156
2401,0.2,Cubic,8.208333333,0.016
2402,0.2,Cubic,8.408333333,0.0164
2403,0.2,Cubic,8.608333333,0.0168
2404,0.2,Cubic,8.816666667,0.0172
2405,0.2,Cubic,9.020833333,0.0176
2406,0.2,Cubic,9.4375,0.018
2407,0.2,Cubic,9.6375,0.0184
2408,0.2,Cubic,9.841666667,0.0188
2409,0.2,Cubic,10.04166667,0.0192
2410,0.2,Cubic,10.24166667,0.0196
2411,0.2,Cubic,10.65,0.02
2412,0.2,Cubic,10.84166667,0.0204
2413,0.2,Cubic,11.04166667,0.0208
2414,0.2,Cubic,11.23333333,0.0212
2415,0.2,Cubic,11.42916667,0.0216
2416,0.2,Cubic,11.625,0.022
2417,0.2,Cubic,12.01666667,0.0224
2418,0.2,Cubic,12.2125,0.0228
2419,0.2,Cubic,12.60833333,0.0236
2420,0.2,Cubic,12.8125,0.024
2421,0.2,Cubic,13.00416667,0.0244
2422,0.2,Cubic,13.20416667,0.0248
2423,0.2,Cubic,13.4,0.0252
2424,0.2,Cubic,13.59166667,0.0256
2425,0.2,Cubic,13.97916667,0.026
2426,0.2,Cubic,14.16666667,0.0264
2427,0.2,Cubic,14.525,0.0268
2428,0.2,Cubic,14.69583333,0.0272
2429,0.2,Cubic,15.04166667,0.0276
2430,0.2,Cubic,15.21666667,0.028
2431,0.2,Cubic,15.39166667,0.0284
2432,0.2,Cubic,15.57083333,0.0288
2433,0.2,Cubic,15.7375,0.0292
2434,0.2,Cubic,15.9125,0.0296
2435,0.2,Cubic,16.09166667,0.03
2436,0.2,Cubic,16.28333333,0.0304
2437,0.2,Cubic,16.475,0.0308
2438,0.2,Cubic,16.66666667,0.0312
2439,0.2,Cubic,17.04166667,0.0316
2440,0.2,Cubic,17.22083333,0.032
2441,0.2,Cubic,17.40416667,0.0324
2442,0.2,Cubic,17.75833333,0.0328
2443,0.2,Cubic,17.92083333,0.0332
2444,0.2,Cubic,18.0875,0.0336
2445,0.2,Cubic,18.24166667,0.034
2446,0.2,Cubic,18.39583333,0.0344
2447,0.2,Cubic,18.70833333,0.0348
2448,0.2,Cubic,18.86666667,0.0352
2449,0.2,Cubic,19.025,0.0356
2450,0.2,Cubic,19.17916667,0.036
2451,0.2,Cubic,19.49583333,0.0364
2452,0.2,Cubic,19.80833333,0.0372
2453,0.2,Cubic,19.9625,0.0376
2454,0.2,Cubic,20.27083333,0.038
2455,0.2,Cubic,20.70833333,0.0388
2456,0.2,Cubic,20.8375,0.0392
2457,0.2,Cubic,21.09166667,0.0396
2458,0.2,Cubic,21.21666667,0.04
2459,0.2,Cubic,21.3375,0.0404
2460,0.2,Cubic,21.56666667,0.0408
2461,0.2,Cubic,21.69166667,0.0412
2462,0.2,Cubic,21.8125,0.0416
2463,0.2,Cubic,21.93333333,0.042
2464,0.2,Cubic,22.07083333,0.0424
2465,0.2,Cubic,22.34166667,0.0428
2466,0.2,Cubic,22.48333333,0.0432
2467,0.2,Cubic,22.62916667,0.0436
2468,0.2,Cubic,22.77083333,0.044
2469,0.2,Cubic,22.925,0.0444
2470,0.2,Cubic,23.0625,0.0448
2471,0.2,Cubic,23.19166667,0.0452
2472,0.2,Cubic,23.33333333,0.0456
2473,0.2,Cubic,23.4625,0.046
2474,0.2,Cubic,23.59583333,0.0464
2475,0.2,Cubic,23.70833333,0.0468
2476,0.2,Cubic,23.9125,0.0472
2477,0.2,Cubic,24.07916667,0.048
2478,0.2,Cubic,24.14583333,0.0484
2479,0.2,Cubic,24.24583333,0.0488
2480,0.2,Cubic,24.3,0.0496
2481,0.2,Cubic,24.31666667,0.05
2482,0.2,Cubic,24.32083333,0.0504
2483,0.2,Cubic,24.32083333,0.0508
2484,0.2,Cubic,24.26666667,0.0516
2485,0.2,Cubic,24.23333333,0.052
2486,0.2,Cubic,24.19166667,0.0524
2487,0.2,Cubic,24.12916667,0.0528
2488,0.2,Cubic,24,0.0532
2489,0.2,Cubic,23.92083333,0.0536
2490,0.2,Cubic,23.8375,0.054
2491,0.2,Cubic,23.73333333,0.0544
2492,0.2,Cubic,23.54583333,0.0548
2493,0.2,Cubic,23.44583333,0.0552
2494,0.2,Cubic,23.24583333,0.0556
2495,0.2,Cubic,23.15,0.056
2496,0.2,Cubic,23.05416667,0.0564
2497,0.2,Cubic,22.86666667,0.0568
2498,0.2,Cubic,22.78333333,0.0572
2499,0.2,Cubic,22.7,0.0576
2500,0.2,Cubic,22.55833333,0.058
2501,0.2,Cubic,22.49166667,0.0584
2502,0.2,Cubic,22.42916667,0.0588
2503,0.2,Cubic,22.3625,0.0592
2504,0.2,Cubic,22.25833333,0.0596
2505,0.2,Cubic,22.2125,0.06
2506,0.2,Cubic,22.1625,0.0604
2507,0.2,Cubic,22.11666667,0.0608
2508,0.2,Cubic,22.08333333,0.0612
2509,0.2,Cubic,22,0.0616
2510,0.2,Cubic,21.96666667,0.062
2511,0.2,Cubic,21.94166667,0.0624
2512,0.2,Cubic,21.90833333,0.0628
2513,0.2,Cubic,21.88333333,0.0632
2514,0.2,Cubic,21.84583333,0.0636
2515,0.2,Cubic,21.82083333,0.064
2516,0.2,Cubic,21.79166667,0.0644
2517,0.2,Cubic,21.7625,0.0648
2518,0.2,Cubic,21.74166667,0.0652
2519,0.2,Cubic,21.69166667,0.0656
2520,0.2,Cubic,21.66666667,0.066
2521,0.2,Cubic,21.6375,0.0664
2522,0.2,Cubic,21.60833333,0.0668
2523,0.2,Cubic,21.58333333,0.0672
2524,0.2,Cubic,21.5625,0.0676
2525,0.2,Cubic,21.525,0.068
2526,0.2,Cubic,21.5,0.0684
2527,0.2,Cubic,21.4625,0.0688
2528,0.2,Cubic,21.4125,0.0692
2529,0.2,Cubic,21.3875,0.0696
2530,0.2,Cubic,21.35416667,0.07
2531,0.2,Cubic,21.29166667,0.0704
2532,0.2,Cubic,21.2625,0.0708
2533,0.2,Cubic,21.24583333,0.0712
2534,0.2,Cubic,21.225,0.0716
2535,0.2,Cubic,21.19166667,0.072
2536,0.2,Cubic,21.17083333,0.0724
2537,0.2,Cubic,21.15,0.0732
2538,0.2,Cubic,21.14166667,0.0736
2539,0.2,Cubic,21.125,0.074
2540,0.2,Cubic,21.11666667,0.0744
2541,0.2,Cubic,21.10416667,0.0748
2542,0.2,Cubic,21.08333333,0.0752
2543,0.2,Cubic,21.07083333,0.0756
2544,0.2,Cubic,21.05416667,0.076
2545,0.2,Cubic,21,0.0764
2546,0.2,Cubic,20.96666667,0.0768
2547,0.2,Cubic,20.89583333,0.0772
2548,0.2,Cubic,20.86666667,0.0776
2549,0.2,Cubic,20.82916667,0.078
2550,0.2,Cubic,20.8,0.0784
2551,0.2,Cubic,20.75,0.0788
2552,0.2,Cubic,20.73333333,0.0792
2553,0.2,Cubic,20.725,0.0796
2554,0.2,Cubic,20.70833333,0.08
2555,0.2,Cubic,20.69166667,0.0804
2556,0.2,Cubic,20.66666667,0.0808
2557,0.2,Cubic,20.61666667,0.0812
2558,0.2,Cubic,20.58333333,0.082
2559,0.2,Cubic,20.52916667,0.0824
2560,0.2,Cubic,20.5125,0.0828
2561,0.2,Cubic,20.49166667,0.0832
2562,0.2,Cubic,20.4625,0.0836
2563,0.2,Cubic,20.44583333,0.084
2564,0.2,Cubic,20.40833333,0.0844
2565,0.2,Cubic,20.37083333,0.0848
2566,0.2,Cubic,20.3375,0.0852
2567,0.2,Cubic,20.31666667,0.0856
2568,0.2,Cubic,20.28333333,0.086
2569,0.2,Cubic,20.2375,0.0864
2570,0.2,Cubic,20.12916667,0.0868
2571,0.2,Cubic,20.02083333,0.0872
2572,0.2,Gyroid,0.225,0
2573,0.2,Gyroid,0.366666667,0.0004
2574,0.2,Gyroid,0.458333333,0.0008
2575,0.2,Gyroid,0.570833333,0.0012
2576,0.2,Gyroid,0.845833333,0.0016
2577,0.2,Gyroid,1.004166667,0.002
2578,0.2,Gyroid,1.175,0.0024
2579,0.2,Gyroid,1.375,0.0028
2580,0.2,Gyroid,1.804166667,0.0032
2581,0.2,Gyroid,2.0125,0.0036
2582,0.2,Gyroid,2.220833333,0.004
2583,0.2,Gyroid,2.429166667,0.0044
2584,0.2,Gyroid,2.633333333,0.0048
2585,0.2,Gyroid,3.045833333,0.0052
2586,0.2,Gyroid,3.254166667,0.0056
2587,0.2,Gyroid,3.675,0.006
2588,0.2,Gyroid,3.879166667,0.0064
2589,0.2,Gyroid,4.270833333,0.0068
2590,0.2,Gyroid,4.466666667,0.0072
2591,0.2,Gyroid,4.725,0.008
2592,0.2,Gyroid,4.9375,0.0084
2593,0.2,Gyroid,5.0375,0.0088
2594,0.2,Gyroid,5.145833333,0.0092
2595,0.2,Gyroid,5.25,0.0096
2596,0.2,Gyroid,5.475,0.01
2597,0.2,Gyroid,5.6,0.0104
2598,0.2,Gyroid,5.754166667,0.0108
2599,0.2,Gyroid,5.975,0.0112
2600,0.2,Gyroid,6.3875,0.0116
2601,0.2,Gyroid,6.595833333,0.012
2602,0.2,Gyroid,6.804166667,0.0124
2603,0.2,Gyroid,7.0125,0.0128
2604,0.2,Gyroid,7.429166667,0.0132
2605,0.2,Gyroid,7.6375,0.0136
2606,0.2,Gyroid,8.05,0.014
2607,0.2,Gyroid,8.258333333,0.0144
2608,0.2,Gyroid,8.466666667,0.0148
2609,0.2,Gyroid,8.670833333,0.0152
2610,0.2,Gyroid,9.075,0.0156
2611,0.2,Gyroid,9.279166667,0.016
2612,0.2,Gyroid,9.666666667,0.0164
2613,0.2,Gyroid,9.866666667,0.0168
2614,0.2,Gyroid,10.25416667,0.0176
2615,0.2,Gyroid,10.45,0.018
2616,0.2,Gyroid,10.8375,0.0184
2617,0.2,Gyroid,11.025,0.0188
2618,0.2,Gyroid,11.21666667,0.0192
2619,0.2,Gyroid,11.41666667,0.0196
2620,0.2,Gyroid,11.61666667,0.02
2621,0.2,Gyroid,12.00416667,0.0204
2622,0.2,Gyroid,12.39583333,0.0208
2623,0.2,Gyroid,12.59166667,0.0212
2624,0.2,Gyroid,12.7875,0.0216
2625,0.2,Gyroid,12.98333333,0.022
2626,0.2,Gyroid,13.375,0.0224
2627,0.2,Gyroid,13.575,0.0228
2628,0.2,Gyroid,13.775,0.0232
2629,0.2,Gyroid,13.97083333,0.0236
2630,0.2,Gyroid,14.17083333,0.024
2631,0.2,Gyroid,14.57083333,0.0244
2632,0.2,Gyroid,14.77916667,0.0248
2633,0.2,Gyroid,14.99166667,0.0252
2634,0.2,Gyroid,15.2,0.0256
2635,0.2,Gyroid,15.41666667,0.026
2636,0.2,Gyroid,15.625,0.0264
2637,0.2,Gyroid,15.84166667,0.0268
2638,0.2,Gyroid,16.0625,0.0272
2639,0.2,Gyroid,16.27916667,0.0276
2640,0.2,Gyroid,16.5,0.028
2641,0.2,Gyroid,16.93333333,0.0284
2642,0.2,Gyroid,17.1375,0.0288
2643,0.2,Gyroid,17.525,0.0292
2644,0.2,Gyroid,17.71666667,0.0296
2645,0.2,Gyroid,17.89583333,0.03
2646,0.2,Gyroid,18.22916667,0.0304
2647,0.2,Gyroid,18.39166667,0.0308
2648,0.2,Gyroid,18.5375,0.0312
2649,0.2,Gyroid,18.70416667,0.0316
2650,0.2,Gyroid,19.02916667,0.032
2651,0.2,Gyroid,19.19583333,0.0324
2652,0.2,Gyroid,19.3625,0.0328
2653,0.2,Gyroid,19.70416667,0.0332
2654,0.2,Gyroid,19.875,0.0336
2655,0.2,Gyroid,20.04583333,0.034
2656,0.2,Gyroid,20.21666667,0.0344
2657,0.2,Gyroid,20.37916667,0.0348
2658,0.2,Gyroid,20.55,0.0352
2659,0.2,Gyroid,20.72083333,0.0356
2660,0.2,Gyroid,21.07083333,0.036
2661,0.2,Gyroid,21.24166667,0.0364
2662,0.2,Gyroid,21.40416667,0.0368
2663,0.2,Gyroid,21.56666667,0.0372
2664,0.2,Gyroid,21.87916667,0.0376
2665,0.2,Gyroid,22.0375,0.038
2666,0.2,Gyroid,22.19166667,0.0384
2667,0.2,Gyroid,22.33333333,0.0388
2668,0.2,Gyroid,22.47916667,0.0392
2669,0.2,Gyroid,22.75416667,0.0396
2670,0.2,Gyroid,23.04166667,0.0404
2671,0.2,Gyroid,23.1875,0.0408
2672,0.2,Gyroid,23.325,0.0412
2673,0.2,Gyroid,23.45,0.0416
2674,0.2,Gyroid,23.69166667,0.042
2675,0.2,Gyroid,23.79166667,0.0424
2676,0.2,Gyroid,23.87916667,0.0428
2677,0.2,Gyroid,23.975,0.0432
2678,0.2,Gyroid,24.125,0.0436
2679,0.2,Gyroid,24.17916667,0.044
2680,0.2,Gyroid,24.27916667,0.0444
2681,0.2,Gyroid,24.3125,0.0448
2682,0.2,Gyroid,24.34166667,0.0452
2683,0.2,Gyroid,24.34583333,0.0456
2684,0.2,Gyroid,24.33333333,0.046
2685,0.2,Gyroid,24.275,0.0464
2686,0.2,Gyroid,24.175,0.0472
2687,0.2,Gyroid,24.11666667,0.0476
2688,0.2,Gyroid,23.97916667,0.048
2689,0.2,Gyroid,23.90416667,0.0484
2690,0.2,Gyroid,23.8125,0.0488
2691,0.2,Gyroid,23.72083333,0.0492
2692,0.2,Gyroid,23.53333333,0.0496
2693,0.2,Gyroid,23.43333333,0.05
2694,0.2,Gyroid,23.24166667,0.0508
2695,0.2,Gyroid,23.14166667,0.0512
2696,0.2,Gyroid,22.92083333,0.0516
2697,0.2,Gyroid,22.825,0.052
2698,0.2,Gyroid,22.725,0.0524
2699,0.2,Gyroid,22.63333333,0.0528
2700,0.2,Gyroid,22.45416667,0.0532
2701,0.2,Gyroid,22.36666667,0.0536
2702,0.2,Gyroid,22.29166667,0.054
2703,0.2,Gyroid,22.21666667,0.0544
2704,0.2,Gyroid,22.15833333,0.0548
2705,0.2,Gyroid,22.09583333,0.0552
2706,0.2,Gyroid,22.00416667,0.0556
2707,0.2,Gyroid,21.95,0.056
2708,0.2,Gyroid,21.89583333,0.0564
2709,0.2,Gyroid,21.85,0.0568
2710,0.2,Gyroid,21.75833333,0.0572
2711,0.2,Gyroid,21.675,0.058
2712,0.2,Gyroid,21.62916667,0.0584
2713,0.2,Gyroid,21.52083333,0.0588
2714,0.2,Gyroid,21.475,0.0592
2715,0.2,Gyroid,21.38333333,0.0596
2716,0.2,Gyroid,21.33333333,0.06
2717,0.2,Gyroid,21.3,0.0604
2718,0.2,Gyroid,21.22083333,0.0608
2719,0.2,Gyroid,21.15416667,0.0616
2720,0.2,Gyroid,21.1375,0.062
2721,0.2,Gyroid,21.12083333,0.0624
2722,0.2,Gyroid,21.10833333,0.0628
2723,0.2,Gyroid,21.0875,0.0632
2724,0.2,Gyroid,21.07083333,0.0636
2725,0.2,Gyroid,21.0625,0.064
2726,0.2,Gyroid,21.05416667,0.0644
2727,0.2,Gyroid,21.05833333,0.0648
2728,0.2,Gyroid,21.05,0.0652
2729,0.2,Gyroid,21.03333333,0.0656
2730,0.2,Gyroid,21.02083333,0.066
2731,0.2,Gyroid,20.99166667,0.0664
2732,0.2,Gyroid,20.96666667,0.0668
2733,0.2,Gyroid,20.94166667,0.0672
2734,0.2,Gyroid,20.92083333,0.0676
2735,0.2,Gyroid,20.90416667,0.068
2736,0.2,Gyroid,20.875,0.0684
2737,0.2,Gyroid,20.85416667,0.0688
2738,0.2,Gyroid,20.8,0.0692
2739,0.2,Gyroid,20.76666667,0.0696
2740,0.2,Gyroid,20.725,0.07
2741,0.2,Gyroid,20.70416667,0.0704
2742,0.2,Gyroid,20.67916667,0.0708
2743,0.2,Gyroid,20.6375,0.0712
2744,0.2,Gyroid,20.60833333,0.0716
2745,0.2,Gyroid,20.5875,0.072
2746,0.2,Gyroid,20.57083333,0.0724
2747,0.2,Gyroid,20.53333333,0.0728
2748,0.2,Gyroid,20.52083333,0.0732
2749,0.2,Gyroid,20.50416667,0.0736
2750,0.2,Gyroid,20.47916667,0.074
2751,0.2,Gyroid,20.46666667,0.0744
2752,0.2,Gyroid,20.45416667,0.0752
2753,0.2,Gyroid,20.44583333,0.0756
2754,0.2,Gyroid,20.4375,0.076
2755,0.2,Gyroid,20.42916667,0.0764
2756,0.2,Gyroid,20.4125,0.0768
2757,0.2,Gyroid,20.40833333,0.0772
2758,0.2,Gyroid,20.4,0.0776
2759,0.2,Gyroid,20.39166667,0.078
2760,0.2,Gyroid,20.36666667,0.0784
2761,0.2,Gyroid,20.35,0.0788
2762,0.2,Gyroid,20.34166667,0.0792
2763,0.2,Gyroid,20.30416667,0.0796
2764,0.2,Gyroid,20.2875,0.08
2765,0.2,Gyroid,20.2625,0.0804
2766,0.2,Gyroid,20.225,0.0808
2767,0.2,Gyroid,20.20833333,0.0812
2768,0.2,Gyroid,20.175,0.0816
2769,0.2,Gyroid,20.15833333,0.082
2770,0.2,Gyroid,20.15,0.0824
2771,0.2,Gyroid,20.12916667,0.0828
2772,0.2,Gyroid,20.10416667,0.0832
2773,0.2,Gyroid,20.09583333,0.0836
2774,0.2,Gyroid,20.08333333,0.084
2775,0.2,Gyroid,20.08333333,0.0844
